"searchedTranscript","gene","EnsemblID","EntrezSummary","patient1_healthy","patient2_healthy","patient3_healthy","patient4_healthy","patient5_healthy","patient6_healthy","patient7_healthy","patient8_healthy","patient9_healthy","patient10_healthy","patient1_diseased","patient2_diseased","patient3_diseased","patient4_diseased","patient5_diseased","patient6_diseased","patient7_diseased","patient8_diseased","patient9_diseased","patient10_diseased","HealthyMean","DiseasedMean","FoldChange","DifferentialExpression"
"ENST00000606048","","ENSG00000272343","                                            ENSG00000272343  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",1.34,0.62,2.66,0,2.46,0,0,0,0.55,0,1.08,0.28,0,0.27,0.52,0.55,0,0.62,0.29,0,0.85,0.36,0.43,-0.48
"ENST00000606259","","ENSG00000271858","                                            ENSG00000271858  is an Uncategorized gene.                                                                                                                                                                                ",0.28,0,0,0,1.93,0.33,0,0,0,0,0,0,0,0.15,0,0,0,0.96,0,0.25,0.28,0.14,0.48,-0.15
"ENST00000606259","","ENSG00000271858","                                            ENSG00000271858  is an Uncategorized gene.                                                                                                                                                                                ",0.28,0,0,0,1.93,0.33,0,0,0,0,0,0,0,0.15,0,0,0,0.96,0,0.25,0.28,0.14,0.48,-0.15
"ENST00000606406","","ENSG00000226853","                                            ENSG00000226853  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.5,0.86,0,0,0,0,0,0.55,0.77,0,0,0,0.25,0,0,0,0.53,0,0.27,0.41,0.3,0.15,0.49,-0.15
"ENST00000606610","","ENSG00000271749","                                            ENSG00000271749  is a Pseudogene.                                                                                                                                                                                ",0,1.48,2.21,0,0,13.96,2.9,2.64,10.17,0,7.04,1.45,0,0,0,0,4.3,4.01,0,0,3.71,1.68,0.45,-2.03
"ENST00000606790","","ENSG00000272482","                                            ENSG00000272482  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",18.54,42.23,15.03,45.22,10.55,29.72,20.26,18.47,16.71,18.17,3.72,21.34,11.97,18.75,5.5,6.63,17.22,4.33,4.88,12.39,24.08,10.67,0.44,-13.41
"ENST00000606839","","ENSG00000271778","                                            ENSG00000271778  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0,0.61,0.23,0.82,0,0,0,0.58,0.73,0,0,0,0.36,0.55,0.36,0.19,0,0,0,0,0.33,0.15,0.44,-0.19
"ENST00000606921","","ENSG00000272402","                                            ENSG00000272402  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0,2.1,5.35,1.06,2.32,0,3.94,2.05,0.92,0,2.25,0.95,0.45,0,0,0,1.45,0.54,1,3.07,1.97,0.97,0.49,-1
"ENST00000607203","","ENSG00000272305","                                            ENSG00000272305  is a Protein Coding gene.                                                                                                                                    Gene Ontology (GO) annotations related to this gene include lipid transporter activity.                                            An important paralog of this gene is RFT1.",1.49,1.52,1.9,0.99,0.14,0.43,1.16,0.51,0.31,0.99,0.3,0,1.25,0.8,0.39,0.31,0.62,0.21,0.31,0.14,0.94,0.43,0.46,-0.5
"ENST00000607315","","ENSG00000271869","                                            ENSG00000271869  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0,0,0.68,1.08,4.69,0,1.28,0.97,0,0.48,0,0,1.38,0.92,0,0.46,0.91,0,0,0.78,0.97,0.45,0.46,-0.52
"ENST00000607385","","ENSG00000272366","                                            ENSG00000272366  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,0,0.32,0.13,0.42,-0.19
